screen_name,user_id,created_at,status_id,text,retweet_count,favorite_count,is_quote_status,quote_status_id,is_retweet,retweet_status_id,in_reply_to_status_status_id,in_reply_to_status_user_id,in_reply_to_status_screen_name,lang,source,media_id,media_url,media_url_expanded,urls_display,urls_expanded,mentions_screen_name,mentions_user_id,hashtags,place_id,place_type,place_name,place_full_name,country_code,country,bounding_box_coordinates,bounding_box_type
vivoenergykenya,2359077392,2016-02-14T13:01:00Z,698854455366782977,RT @CountryRoadsKe: Playing- You Decorated My Life by @_KennyRogers Country Love w/@KoinangeJeff @kbcenglish by Shell FuelSave @vivoenergyk…,1,0,FALSE,NA,TRUE,698851861311418368,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe _KennyRogers KoinangeJeff kbcenglish,4327206622 299335572 237189703 566301561,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T13:00:55Z,698854433266995200,RT @CountryRoadsKe: Thanks @wainainapete Spread the  LOVE @KoinangeJeff @kbcenglish by Shell FuelSave @vivoenergykenya #CountryRoadsKE  htt…,3,0,TRUE,698850628890726400,TRUE,698851468737118208,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe wainainapete KoinangeJeff kbcenglish vivoenergykenya,4327206622 1897263067 237189703 566301561 2359077392,CountryRoadsKE,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T13:00:51Z,698854416401747968,RT @CountryRoadsKe: Shell FuelSave Diesel Protect against fuel system corrosion @KoinangeJeff @kbcenglish @NationFMKe @vivoenergykenya #Cou…,3,0,FALSE,NA,TRUE,698851198930194432,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe KoinangeJeff kbcenglish NationFMKe vivoenergykenya,4327206622 237189703 566301561 46354706 2359077392,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T13:00:44Z,698854384709562370,A car sticker that reaffirms this customer's loyalty to quality. #LoveyourCar https://t.co/dU1zsWdXiH,3,2,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,698854357480112128,http://pbs.twimg.com/media/CbLUVd9WAAAcS0t.jpg,https://twitter.com/vivoenergykenya/status/698854384709562370/photo/1,NA,NA,NA,NA,LoveyourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:59:08Z,698853984484904960,This lucky gentleman was at Shell Thika road at the right time. #LoveyourCar https://t.co/l7aUjX9hvo,0,1,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,698853965648232448,http://pbs.twimg.com/media/CbLT-qRWAAA4E2J.jpg,https://twitter.com/vivoenergykenya/status/698853984484904960/photo/1,NA,NA,NA,NA,LoveyourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:58:28Z,698853815924236289,Our team conducted an impromptu service check for this lucky gentleman at Shell Thika road. #LoveyourCar https://t.co/fQYvzdhdYN,5,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,698853772068577280,http://pbs.twimg.com/media/CbLTzZIW4AATp2S.jpg,https://twitter.com/vivoenergykenya/status/698853815924236289/photo/1,NA,NA,NA,NA,LoveyourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:44:56Z,698850412422656001,RT @CountryRoadsKe: Playing-Somebody Loves You by @TheCrystalGayle Country Love w/@KoinangeJeff on Valentines by Shell FuelSave @kbcenglish…,1,0,FALSE,NA,TRUE,698850311344164865,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe TheCrystalGayle KoinangeJeff kbcenglish,4327206622 279169434 237189703 566301561,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:44:40Z,698850344344883200,RT @CountryRoadsKe: The Bee Gees originally wrote the song for Marvin Gaye &amp; later to change it for  Kenny Rogers @kbcenglish  @vivoenergyk…,1,0,FALSE,NA,TRUE,698849996498599937,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe kbcenglish,4327206622 566301561,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:44:34Z,698850317191016449,RT @CountryRoadsKe: @Marvolicious karibu @CountryRoadsKe w/@KoinangeJeff Sun @kbcenglish 3-5 @NationFMKe 5-7 by Shell Fuelsave @vivoenergyk…,1,0,FALSE,NA,TRUE,698849699365842944,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe Marvolicious CountryRoadsKe KoinangeJeff kbcenglish NationFMKe,4327206622 76343970 4327206622 237189703 566301561 46354706,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:40:18Z,698849243285610496,RT @CountryRoadsKe: Playing- Islands in the Stream by @_KennyRogers &amp; @DollyParton Country Love @KoinangeJeff by Shell FuelSave @vivoenergy…,2,0,FALSE,NA,TRUE,698849202890285056,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe _KennyRogers DollyParton KoinangeJeff,4327206622 299335572 14790966 237189703,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:40:18Z,698849243285610496,RT @CountryRoadsKe: Playing- Islands in the Stream by @_KennyRogers &amp; @DollyParton Country Love @KoinangeJeff by Shell FuelSave @vivoenergy…,2,0,FALSE,NA,TRUE,698849202890285056,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe _KennyRogers DollyParton KoinangeJeff,4327206622 299335572 14790966 237189703,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:39:01Z,698848919946706944,RT @CountryRoadsKe: Thanks man @mwinzijose Glad you're tuned in with @KoinangeJeff @vivoenergykenya @kbcenglish #CountryRoadsKE,1,0,FALSE,NA,TRUE,698848658138255360,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe mwinzijose KoinangeJeff vivoenergykenya kbcenglish,4327206622 2301279544 237189703 2359077392 566301561,CountryRoadsKE,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-14T12:38:57Z,698848902561275909,RT @CountryRoadsKe: Face to Face by @TheAlabamaBand was released in 87 as the 2nd single from the album Just Us @KoinangeJeff @vivoenergyke…,1,0,FALSE,NA,TRUE,698848509513048065,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,CountryRoadsKe TheAlabamaBand KoinangeJeff,4327206622 309132229 237189703,NA,NA,NA,NA,NA,NA,NA,NA,NA
